572	http://linkedgeodata.org/triplify/node249399300
596	http://linkedgeodata.org/triplify/node424313803
652	http://linkedgeodata.org/triplify/node249399362
710	http://dbpedia.org/resource/Portugal
717	http://linkedgeodata.org/triplify/node424314830
582	http://linkedgeodata.org/triplify/node424313582
765	http://linkedgeodata.org/triplify/node424317935
709	http://linkedgeodata.org/triplify/node432425060
690	http://linkedgeodata.org/triplify/node248120384
550	http://linkedgeodata.org/triplify/node26847709
575	http://linkedgeodata.org/triplify/node424313760
674	http://linkedgeodata.org/triplify/node432425036
598	http://linkedgeodata.org/triplify/node432424968
731	http://linkedgeodata.org/triplify/node424313428
610	http://linkedgeodata.org/triplify/node432424981
556	http://linkedgeodata.org/triplify/node1684793666
611	http://linkedgeodata.org/triplify/node1363947712
755	http://linkedgeodata.org/triplify/node424298326
636	http://linkedgeodata.org/triplify/node249399347
736	http://linkedgeodata.org/triplify/node424298167
637	http://linkedgeodata.org/triplify/node424314784
638	http://linkedgeodata.org/triplify/node424314145
738	http://linkedgeodata.org/triplify/node148332300
619	http://linkedgeodata.org/triplify/node1683325355
760	http://linkedgeodata.org/triplify/node1648342273
563	http://linkedgeodata.org/triplify/node424313734
761	http://linkedgeodata.org/triplify/node432425063
685	http://linkedgeodata.org/triplify/node424297217
763	http://linkedgeodata.org/triplify/node838090640
642	http://linkedgeodata.org/triplify/node1420871007
643	http://linkedgeodata.org/triplify/node424297647
644	http://linkedgeodata.org/triplify/node26347360
744	http://linkedgeodata.org/triplify/node424313277
623	http://linkedgeodata.org/triplify/node432424989
745	http://linkedgeodata.org/triplify/node1504546320
647	http://linkedgeodata.org/triplify/node424313451
549	http://linkedgeodata.org/triplify/node424315584
648	http://linkedgeodata.org/triplify/node424311521
606	http://linkedgeodata.org/triplify/node424313832
